,Frame,Target_x,Target_y,H_x,H_y,H_o,F1_x,F1_y,F1_o,F2_x,F2_y,F2_o,F3_x,F3_y,F3_o,T_x,T_y,T_o
683,684,32,28,43,153,98,86,242,119,179,246,177,263,222,-169,357,203,-174
684,685,32,28,43,152,98,84,240,119,179,246,177,262,222,-169,355,203,-174
685,686,32,28,43,150,99,84,240,118,179,246,175,262,221,-170,354,203,-174
686,687,32,28,42,151,98,83,239,117,179,246,176,262,221,-170,353,204,-175
687,688,32,28,42,148,98,82,237,117,177,246,176,262,221,-170,352,204,-175
688,689,32,28,42,148,98,82,237,116,176,246,176,262,222,-172,351,204,-175
689,690,32,28,42,147,99,82,236,116,175,245,175,262,222,-172,350,204,-175
690,691,32,28,42,145,99,80,234,114,173,245,175,262,222,-172,348,204,-174
691,692,32,28,41,144,98,79,233,113,173,245,175,262,222,-175,347,204,-173
692,693,32,28,41,143,98,80,233,115,172,245,175,262,221,-173,347,204,-174
693,694,32,28,41,142,99,79,231,115,170,245,175,262,222,-176,345,204,-174
694,695,32,28,41,141,99,79,232,113,169,245,175,263,222,-176,344,205,-172
695,696,32,28,41,140,99,78,230,114,168,245,175,262,222,-176,343,205,-172
696,697,32,28,41,139,99,78,230,113,168,245,176,262,222,-176,342,205,-173
697,698,32,28,40,138,98,77,228,112,166,244,175,260,221,-177,342,205,-172
698,699,32,28,40,137,98,77,228,113,165,244,175,260,222,-176,342,205,-174
699,700,32,28,39,135,98,76,227,113,164,244,175,258,222,-176,342,204,-174
700,701,32,28,40,134,99,76,226,113,163,244,175,257,222,-176,342,205,-175
701,702,32,28,40,134,97,75,225,113,162,244,175,256,222,-176,342,205,-175
702,703,32,28,39,132,95,74,223,112,160,244,175,255,221,-174,342,205,-176
703,704,32,28,39,131,95,74,223,113,160,244,174,254,222,-172,342,205,-176
704,705,32,28,39,131,95,74,222,113,159,244,174,253,222,-172,342,205,-176
705,706,32,28,39,129,96,73,221,113,158,243,175,251,222,-172,342,205,-178
706,707,32,28,39,128,97,72,220,113,158,243,175,250,222,-171,343,204,-177
707,708,32,28,38,127,95,72,218,112,158,243,175,250,221,-170,343,205,180
708,709,32,28,39,126,97,71,219,112,158,243,175,249,222,-171,343,205,180
709,710,32,28,39,124,97,69,216,110,158,244,176,247,222,-169,343,205,177
710,711,32,28,38,124,95,70,216,112,158,244,176,246,222,-170,342,205,177
711,712,32,28,38,123,95,70,215,112,158,244,176,245,222,-169,342,205,177
712,713,32,28,38,121,97,69,213,112,157,243,177,243,223,-169,342,205,175
713,714,32,28,38,120,97,68,213,110,157,243,178,242,223,-169,342,205,175
714,715,32,28,37,120,95,67,212,110,158,244,180,242,223,-169,342,205,175
715,716,32,28,37,118,95,66,211,109,156,243,-178,240,223,-168,341,205,174
716,717,32,28,37,117,97,66,210,109,157,243,-177,239,223,-168,341,205,176
717,718,32,28,37,116,97,66,209,111,156,243,-177,240,223,-168,340,205,176
718,719,32,28,37,115,97,65,208,109,155,243,-177,239,223,-168,339,205,176
719,720,32,28,37,114,97,65,207,108,154,243,-177,239,223,-168,338,205,176
720,721,32,28,37,113,97,65,206,108,153,243,-178,239,223,-168,337,205,176
721,722,32,28,36,113,95,64,205,110,153,244,180,239,223,-169,335,204,178
722,723,32,28,36,110,97,63,204,107,151,243,178,239,223,-170,334,205,180
723,724,32,28,36,109,97,63,203,107,150,244,176,239,223,-170,333,205,180
724,725,32,28,36,109,97,63,202,108,149,244,176,239,223,-170,332,204,-178
725,726,32,28,35,107,98,62,201,107,148,244,172,239,223,-171,330,204,-177
726,727,32,28,35,106,98,61,200,106,147,243,171,239,223,-171,330,205,-176
727,728,32,28,35,104,99,61,198,107,145,243,170,238,224,-175,328,204,-174
728,729,32,28,35,104,99,60,197,105,144,244,169,238,223,-174,327,204,-174
729,730,32,28,35,102,99,60,197,104,143,243,169,237,223,-174,326,205,-175
730,731,32,28,34,101,98,59,195,104,141,243,165,235,223,-174,324,205,-172
731,732,32,28,34,101,98,59,194,104,141,242,164,234,223,-174,323,205,-171
732,733,32,28,34,100,99,59,193,104,140,242,164,234,223,-174,322,205,-171
733,734,32,28,34,98,99,58,192,104,139,242,162,232,224,-172,320,205,-170
734,735,32,28,34,97,99,58,191,104,138,242,161,231,224,-172,319,205,-170
735,736,32,28,33,96,98,57,190,103,137,241,160,230,223,-171,319,205,-170
736,737,32,28,33,95,98,57,189,104,135,242,157,228,224,-172,317,206,-169
737,738,32,28,33,94,97,56,188,103,135,241,157,227,224,-172,316,206,-169
738,739,32,28,33,93,97,56,186,103,133,240,155,226,223,-170,315,206,-170
739,740,32,28,33,91,97,56,185,104,132,240,154,225,224,-171,314,206,-170
740,741,32,28,32,91,94,55,185,103,131,239,155,224,224,-171,313,207,-169
741,742,32,28,32,89,95,54,183,103,130,238,152,222,224,-171,311,207,-169
742,743,32,28,32,89,93,54,182,103,129,238,152,222,224,-169,310,207,-169
743,744,32,28,32,87,95,54,181,103,128,237,152,221,224,-169,309,207,-169
744,745,32,28,32,87,95,53,180,102,127,237,151,220,224,-170,309,207,-170
745,746,32,28,32,85,93,53,179,103,126,236,150,218,224,-170,307,207,-170
746,747,32,28,31,84,94,52,178,102,126,236,150,217,224,-170,306,207,-170
747,748,32,28,31,83,92,52,176,101,124,235,149,216,225,-169,305,208,-169
748,749,32,28,31,82,94,51,175,102,123,235,149,214,225,-171,305,208,-170
749,750,32,28,31,81,92,51,175,102,122,234,148,214,225,-171,305,208,-170
750,751,32,28,31,79,92,51,173,101,121,233,148,212,225,-170,304,208,-170
751,752,32,28,31,79,92,50,172,102,120,233,147,211,225,-169,305,208,-168
752,753,32,28,30,78,91,50,172,102,119,232,148,211,225,-170,304,208,-171
753,754,227,35,31,76,92,50,170,101,118,232,146,209,225,-170,303,209,-172
754,755,227,35,30,75,91,49,169,102,118,231,146,208,225,-170,302,209,-172
755,756,227,35,31,74,92,49,168,102,117,231,145,207,225,-170,301,209,-172
756,757,227,35,31,73,92,49,168,102,48,167,102,205,226,-171,300,209,-171
757,758,227,35,30,72,91,48,166,102,115,229,144,204,226,-171,299,209,-171
758,759,227,35,30,71,91,48,165,101,114,229,143,204,226,-171,298,209,-171
759,760,227,35,30,70,91,48,164,101,113,228,143,202,226,-171,296,209,-171
760,761,227,35,31,69,90,47,163,101,112,227,143,201,226,-173,296,210,-172
761,762,227,35,30,68,87,47,162,101,112,227,143,201,226,-174,295,210,-172
762,763,227,35,30,67,81,46,161,99,110,226,142,199,226,-174,293,210,-172
763,764,227,35,30,66,77,47,160,101,110,225,143,199,226,-174,292,210,-172
764,765,227,35,30,66,72,46,159,100,109,225,142,199,227,-175,291,210,-171
765,766,227,35,30,64,66,45,157,99,108,224,142,198,227,-176,290,210,-171
766,767,227,35,30,63,60,45,157,99,107,223,143,198,227,-176,289,211,-172
767,768,227,35,30,62,55,45,156,99,106,222,143,198,227,-176,288,210,-171
768,769,227,35,31,60,48,45,156,99,44,154,99,198,226,-173,286,211,-171
769,770,227,35,32,59,44,44,153,99,104,221,146,198,227,-176,285,211,-171
770,771,227,35,33,58,36,43,151,98,103,220,147,198,227,-176,283,211,-171
771,772,227,35,34,57,33,43,151,98,102,219,148,198,227,-176,283,211,-171
772,773,227,35,35,56,26,43,151,98,42,149,98,196,227,180,281,211,-169
773,774,227,35,36,56,24,42,148,98,102,219,149,195,226,-177,280,211,-170
774,775,227,35,37,55,19,42,147,99,102,219,150,194,227,180,279,211,-170
775,776,227,35,38,54,14,42,147,99,42,146,99,193,226,178,277,212,-171
776,777,227,35,38,54,13,41,145,98,102,219,150,192,226,-178,277,212,-171
777,778,227,35,40,54,13,41,145,98,41,144,98,191,226,178,277,212,-171
778,779,227,35,41,53,9,40,143,98,101,219,150,189,226,177,277,212,-171
779,780,227,35,42,53,6,40,143,98,40,142,98,189,226,180,277,212,-171
780,781,227,35,44,53,6,40,141,96,101,218,152,187,226,175,277,212,-171
781,782,227,35,44,53,6,40,141,96,40,140,97,186,226,175,277,212,-171
782,783,227,35,46,52,4,40,139,97,101,218,148,185,226,172,277,212,-172
783,784,227,35,46,52,3,39,138,94,101,218,144,185,226,172,276,212,-174
784,785,227,35,48,52,5,39,138,94,100,218,139,183,226,169,276,212,-174
785,786,227,35,49,51,2,39,138,94,99,218,129,181,225,166,277,212,-175
786,787,227,35,50,52,3,39,138,94,99,218,125,181,225,166,277,213,-176
787,788,227,35,50,51,2,39,138,94,98,218,119,179,225,164,277,213,-176
788,789,227,35,51,51,2,39,138,94,97,217,113,179,225,162,276,212,-177
789,790,227,35,53,51,2,39,138,94,97,216,112,179,225,162,275,212,-177
790,791,227,35,54,51,2,39,137,96,97,215,108,179,225,164,274,212,-177
791,792,227,35,56,51,2,39,137,96,96,214,104,179,225,164,273,212,-178
792,793,227,35,56,51,2,39,137,96,95,212,106,179,225,165,272,212,-178
793,794,227,35,57,51,3,39,137,96,95,212,106,179,225,164,271,212,-177
794,795,227,35,59,51,5,39,137,96,39,137,98,179,225,165,269,212,-177
795,796,227,35,60,50,4,39,137,97,95,209,105,179,224,167,268,213,180
796,797,227,35,61,50,4,39,137,97,94,208,106,178,224,167,268,213,180
797,798,227,35,63,50,5,39,137,99,93,207,106,178,224,167,266,212,-177
798,799,227,35,63,50,4,39,137,99,94,206,108,179,225,168,265,212,-177
799,800,227,35,64,50,4,39,137,99,93,205,109,179,224,171,264,213,-176
800,801,227,35,65,50,4,40,137,101,93,204,111,179,224,171,264,213,-176
801,802,227,35,66,50,5,39,136,102,92,202,113,179,224,171,262,213,-176
802,803,227,35,67,49,4,39,136,102,92,202,115,178,224,171,261,213,-175
803,804,227,35,69,49,5,39,136,103,92,201,116,178,224,171,261,213,-175
804,805,227,35,70,49,4,39,136,103,91,201,117,180,224,175,261,213,-175
805,806,227,35,71,49,5,39,136,103,91,200,118,179,224,175,261,213,-175
806,807,227,35,72,49,5,39,135,103,91,200,117,179,224,175,262,213,-176
807,808,227,35,74,49,5,38,134,99,92,200,119,179,224,175,261,213,-176
808,809,227,35,74,49,5,38,134,99,37,133,98,179,224,175,262,212,-175
809,810,227,35,74,48,4,38,132,97,92,200,119,179,224,177,261,213,-176
810,811,227,35,76,48,5,37,130,92,92,200,120,179,224,177,261,212,-177
811,812,227,35,77,48,4,36,129,91,91,199,122,179,224,177,262,213,-178
812,813,227,35,78,48,5,36,128,87,92,199,124,179,224,178,261,213,180
813,814,227,35,79,48,5,36,127,85,92,199,124,178,224,180,261,213,-178
814,815,227,35,81,48,6,36,126,82,91,199,126,178,224,177,261,213,180
815,816,227,35,82,48,5,36,124,78,91,199,127,176,224,177,261,213,180
816,817,227,35,84,47,5,36,124,79,91,198,128,176,224,176,261,213,177
817,818,227,35,84,47,5,35,123,76,92,198,129,174,224,173,262,213,177
818,819,227,35,85,47,5,36,122,75,91,199,130,174,224,174,261,213,176
819,820,227,35,87,47,5,36,121,71,91,198,132,173,223,175,262,213,176
820,821,227,35,87,47,5,36,120,71,90,198,131,171,224,172,261,213,176
821,822,227,35,88,46,4,36,120,71,90,197,132,171,223,173,261,213,175
822,823,227,35,89,46,4,36,120,71,89,196,132,171,223,173,262,213,175
823,824,227,35,91,46,7,36,120,71,89,195,134,171,223,174,261,213,175
824,825,227,35,92,46,5,36,120,70,88,194,134,170,223,174,262,213,175
825,826,227,35,93,46,5,36,120,70,87,194,132,171,223,176,261,213,175
826,827,227,35,94,46,5,36,119,70,87,193,134,170,223,173,261,213,176
827,828,227,35,95,46,6,35,120,69,85,192,132,170,223,173,261,213,176
828,829,227,35,96,45,5,35,119,68,85,191,132,170,223,175,261,213,177
829,830,227,35,96,45,4,36,119,66,84,191,131,171,223,177,260,213,177
830,831,227,35,98,45,5,36,118,64,82,190,130,171,223,177,258,212,178
831,832,227,35,99,45,5,37,117,63,82,189,130,170,223,177,257,213,180
832,833,227,35,100,44,4,36,116,61,82,189,130,171,223,178,256,213,180
833,834,227,35,101,44,4,37,114,59,82,187,133,169,223,176,255,212,-177
834,835,227,35,102,44,4,37,113,58,81,187,132,168,223,176,254,213,-176
835,836,227,35,103,44,4,37,112,57,81,187,132,167,222,177,253,212,-177
836,837,227,35,106,44,5,38,111,54,81,187,130,166,222,175,251,213,-175
837,838,227,35,105,44,4,38,110,52,81,187,133,165,222,175,251,212,-174
838,839,227,35,108,44,5,39,109,51,81,187,133,163,222,171,251,212,-174
839,840,227,35,109,44,5,40,108,50,82,187,135,162,222,170,251,212,-174
840,841,227,35,109,43,4,40,107,49,81,186,135,161,222,170,251,213,-175
841,842,227,35,112,43,5,41,106,47,81,187,137,160,222,168,251,212,-174
842,843,227,35,112,43,4,41,105,47,81,186,138,158,221,166,251,212,-174
843,844,227,35,113,43,4,42,104,46,81,186,139,158,221,166,250,213,-175
844,845,227,35,113,43,5,42,103,45,81,186,139,158,221,166,250,213,-175
845,846,227,35,115,43,5,43,102,45,81,186,142,158,221,166,251,213,-175
846,847,227,35,116,42,4,44,101,45,81,186,143,158,221,166,251,213,-176
847,848,227,35,117,42,4,44,100,45,81,186,143,158,221,166,251,213,-176
848,849,227,35,118,42,4,45,99,41,80,185,145,158,221,167,250,213,-178
849,850,227,35,119,42,4,45,99,43,80,185,144,158,221,167,250,213,-178
850,851,227,35,120,42,4,46,98,41,79,185,144,158,221,167,249,213,-178
851,852,227,35,122,42,5,46,97,40,79,184,144,157,221,167,248,213,180
852,853,227,35,122,42,5,48,96,40,78,184,143,158,221,170,247,213,180
853,854,227,35,123,42,3,48,95,39,77,183,140,158,221,170,246,213,180
854,855,227,35,124,41,4,48,94,38,76,182,138,157,221,171,244,213,180
855,856,227,35,126,41,4,49,94,38,75,182,137,157,221,170,243,213,-178
856,857,227,35,126,41,4,49,93,38,74,181,134,157,221,171,242,213,180
857,858,227,35,128,41,4,51,92,37,72,180,131,158,221,172,240,213,-178
858,859,227,35,129,41,5,51,91,38,72,180,130,158,221,174,239,213,-178
859,860,227,35,130,41,5,52,90,37,72,179,129,158,220,175,238,213,-178
860,861,227,35,131,41,5,53,89,36,70,178,125,157,220,175,238,213,-178
861,862,227,35,132,41,5,54,88,36,70,177,123,156,220,175,238,213,-178
862,863,227,35,133,40,4,55,88,36,69,176,122,155,221,172,237,213,-178
863,864,227,35,135,40,4,56,86,35,68,175,118,153,220,171,238,213,-178
864,865,227,35,136,40,4,56,86,36,68,174,116,152,220,170,238,213,180
865,866,227,35,136,40,5,57,85,35,68,173,116,152,220,170,238,213,180
866,867,227,35,137,40,3,58,84,36,66,172,113,150,219,167,237,213,177
867,868,227,35,138,40,3,58,83,35,66,171,113,149,219,167,238,213,177
868,869,227,35,139,40,5,59,83,35,66,171,110,149,219,166,237,213,177
869,870,227,35,141,40,5,60,82,34,65,170,110,146,218,163,238,213,175
870,871,227,35,142,40,5,61,81,33,66,170,110,146,218,162,238,213,175
871,872,227,35,143,39,5,62,80,33,66,170,110,145,218,159,237,213,174
872,873,227,35,144,39,5,62,79,32,66,170,110,143,218,156,238,213,174
873,874,227,35,145,39,5,63,79,31,67,170,112,143,218,156,237,213,174
874,875,227,35,146,39,5,65,77,30,65,169,113,141,217,156,238,213,174
875,876,227,35,147,38,4,65,77,29,65,169,113,140,217,156,238,213,171
876,877,227,35,148,38,4,65,77,29,65,169,113,139,217,155,237,213,171
877,878,227,35,149,39,5,66,76,28,65,169,113,139,216,155,236,213,172
878,879,227,35,150,38,4,67,75,28,65,169,114,138,215,155,234,213,174
879,880,227,35,151,38,4,68,75,28,65,169,114,136,215,152,234,213,172
880,881,227,35,153,38,5,69,73,26,64,168,112,136,214,150,232,212,175
881,882,227,35,154,38,5,70,73,27,64,167,113,135,213,151,231,213,174
882,883,227,35,154,37,4,71,72,26,64,166,111,136,214,153,230,212,175
883,884,227,35,156,37,4,71,71,24,64,165,108,136,214,153,229,212,177
884,885,227,35,157,37,4,73,71,25,63,165,107,135,214,152,228,212,177
885,886,227,35,158,37,3,73,70,24,62,163,105,136,215,155,226,212,177
886,887,227,35,159,37,3,75,70,25,62,162,103,135,214,152,225,211,178
887,888,227,35,160,37,3,76,69,23,62,160,103,136,215,156,224,212,180
888,889,227,35,161,36,4,76,68,24,62,160,101,135,214,154,224,212,180
889,890,227,35,163,37,3,78,67,23,61,158,99,136,215,156,221,212,180
890,891,227,35,164,36,2,78,67,24,61,158,99,136,215,156,220,212,178
891,892,227,35,165,36,2,78,67,22,61,157,97,135,214,155,220,212,180
892,893,227,35,166,37,3,80,66,23,60,156,94,137,213,161,218,212,180
893,894,227,35,167,36,2,80,66,23,60,155,93,135,214,158,217,212,180
894,895,227,35,169,36,2,80,66,23,59,153,91,134,214,156,217,212,-178
895,896,227,35,170,36,2,79,67,22,60,152,90,133,213,156,217,212,-178
896,897,227,35,170,36,3,79,67,22,60,152,90,133,213,156,217,212,-178
897,898,227,35,171,36,3,80,66,22,60,151,90,131,211,156,218,211,-177
898,899,227,35,173,36,3,81,64,19,59,149,87,130,212,155,217,212,-176
899,900,227,35,174,36,3,82,65,22,59,148,85,129,211,155,218,212,-176
900,901,227,35,175,35,2,83,64,20,59,148,85,128,210,153,217,212,-176
901,902,227,35,176,36,3,84,64,21,59,148,85,127,209,151,217,212,-176
902,903,320,243,177,35,2,85,62,20,59,148,87,126,209,149,217,212,-176
903,904,320,243,178,35,2,86,62,20,59,148,87,125,208,150,217,212,-176
904,905,320,243,180,35,2,87,61,18,59,147,87,123,207,146,217,212,-176
905,906,320,243,181,35,3,88,61,18,59,147,87,122,207,145,217,212,-176
906,907,320,243,181,35,3,89,60,16,59,147,87,122,206,145,217,212,-176
907,908,320,243,183,35,3,90,59,16,59,147,87,122,206,145,217,211,-177
908,909,320,243,185,34,0,91,58,16,60,147,86,122,206,145,217,212,-178
909,910,320,243,185,34,-3,92,57,15,59,147,85,120,205,142,216,212,180
910,911,320,243,186,34,-5,94,57,15,59,147,85,119,205,143,215,212,180
911,912,320,243,187,34,-11,95,56,15,59,146,85,120,205,143,213,212,177
912,913,320,243,188,34,-15,96,57,14,59,146,85,59,146,85,212,212,177
913,914,320,243,189,34,-17,96,56,14,59,145,85,119,205,143,212,212,177
914,915,320,243,191,34,-23,98,55,12,59,143,83,119,204,146,210,212,176
915,916,320,243,192,34,-28,99,55,14,59,142,81,120,204,146,210,212,176
916,917,320,243,193,35,-30,99,54,12,59,142,81,120,204,146,209,212,176
917,918,320,243,194,36,-35,101,54,14,59,140,80,120,204,146,207,212,176
918,919,320,243,196,36,-38,101,54,14,59,139,78,120,205,147,207,212,175
919,920,320,243,196,36,-40,103,53,12,60,138,78,120,205,147,206,212,176
920,921,320,243,197,37,-45,104,52,12,60,136,78,120,204,150,203,212,176
921,922,320,243,198,39,-46,105,52,12,60,136,77,120,204,150,203,212,176
922,923,320,243,199,39,-48,106,51,11,61,135,75,120,205,152,203,212,176
923,924,320,243,199,40,-50,107,51,12,60,133,73,120,205,152,200,211,175
924,925,320,243,200,41,-53,108,50,11,61,132,71,120,204,153,199,211,175
925,926,320,243,201,42,-55,109,50,11,61,132,71,120,204,153,200,211,176
926,927,320,243,202,42,-57,110,50,10,61,130,70,120,205,155,199,211,177
927,928,320,243,203,44,-57,111,50,10,61,129,70,120,205,155,199,212,176
928,929,320,243,203,45,-58,112,49,10,61,128,69,120,205,156,199,211,177
929,930,320,243,204,46,-59,113,49,10,62,126,67,119,204,153,199,211,177
930,931,320,243,205,47,-60,115,48,10,62,125,66,117,203,151,199,211,178
931,932,320,243,205,48,-59,116,48,10,63,124,64,117,203,151,199,211,180
932,933,320,243,206,49,-60,117,47,9,63,123,65,115,202,147,199,211,-178
933,934,320,243,207,50,-60,118,47,9,64,122,65,114,201,145,199,211,-178
934,935,320,243,207,50,-59,119,46,8,64,121,64,112,200,142,199,210,-177
935,936,320,243,208,52,-60,119,46,7,64,120,61,112,200,140,199,211,-176
936,937,320,243,209,53,-60,120,46,6,65,118,61,110,199,136,199,211,-176
937,938,320,243,210,55,-60,120,46,5,66,116,60,110,199,136,199,211,-175
938,939,320,243,210,56,-60,120,46,5,66,116,60,107,196,129,199,210,-174
939,940,320,243,211,57,-60,120,46,5,67,115,59,106,195,129,199,211,-174
940,941,320,243,212,58,-60,120,46,3,67,113,57,106,194,128,199,211,-172
941,942,320,243,212,59,-59,121,46,3,68,112,59,106,194,128,199,211,-172
942,943,320,243,213,61,-59,120,46,2,68,111,58,103,192,122,199,211,-174
943,944,320,243,214,62,-59,120,45,1,69,109,57,103,192,122,199,211,-172
944,945,320,243,214,63,-59,121,45,1,69,109,57,103,192,122,198,211,-172
945,946,320,243,215,64,-59,122,46,0,70,109,56,103,192,122,197,211,-174
946,947,320,243,216,65,-60,124,45,-1,70,109,56,102,191,123,195,211,-176
947,948,320,243,217,66,-60,125,44,-2,70,109,56,103,191,125,193,211,-177
948,949,320,243,217,68,-59,127,45,-3,69,109,54,104,191,127,192,211,-178
949,950,320,243,218,68,-61,128,44,-5,69,109,53,103,191,125,191,211,178
950,951,320,243,219,70,-60,129,45,-6,70,109,52,104,191,128,189,212,176
951,952,320,243,220,71,-60,130,44,-7,70,108,50,104,191,128,187,211,175
952,953,320,243,220,72,-59,131,44,-8,69,108,49,104,191,128,187,211,175
953,954,320,243,221,73,-59,133,44,-9,69,108,49,103,191,129,185,211,171
954,955,320,243,221,74,-59,134,44,-10,70,108,48,103,191,129,184,211,171
955,956,320,243,222,75,-59,136,44,-11,69,108,45,103,191,129,182,211,170
956,957,320,243,223,77,-59,137,44,-11,69,108,45,103,191,129,181,211,169
957,958,320,243,223,78,-59,138,44,-12,69,108,43,103,190,132,181,211,169
958,959,320,243,224,79,-59,140,44,-12,70,108,42,103,190,132,181,211,169
959,960,320,243,224,80,-58,141,44,-14,70,108,42,103,191,133,181,211,170
960,961,320,243,226,81,-59,142,44,-14,70,107,39,103,191,133,181,211,170
961,962,320,243,226,82,-59,143,44,-15,70,107,40,103,191,133,181,210,171
962,963,320,243,227,83,-59,145,44,-16,72,105,38,104,191,137,181,211,172
963,964,320,243,227,84,-59,145,44,-16,72,105,38,104,191,137,180,211,173
964,965,320,243,228,86,-59,147,45,-17,73,104,37,104,191,137,181,210,174
965,966,320,243,230,87,-60,149,45,-15,74,103,37,104,191,137,180,210,175
966,967,320,243,230,88,-59,149,45,-15,75,102,38,104,191,139,180,210,175
967,968,320,243,230,89,-58,151,45,-15,76,102,37,104,191,139,181,211,176
968,969,320,243,231,89,-59,153,45,-15,77,101,37,104,190,142,180,210,177
969,970,320,243,232,91,-59,154,45,-16,78,100,37,104,190,142,180,210,178
970,971,320,243,233,93,-59,155,45,-16,79,98,38,104,190,142,180,210,178
971,972,320,243,233,94,-58,157,46,-17,80,98,37,104,190,142,180,210,-178
972,973,320,243,234,95,-57,158,46,-17,81,97,39,104,190,142,180,210,-178
973,974,320,243,235,96,-59,160,46,-16,82,96,37,104,190,142,180,210,-178
974,975,320,243,236,97,-59,161,46,-16,83,95,38,104,190,142,181,210,-177
975,976,320,243,236,99,-58,162,47,-14,83,94,39,104,190,142,180,210,-177
976,977,320,243,237,100,-58,162,47,-14,84,93,38,104,190,142,180,210,-177
977,978,320,243,238,100,-59,162,47,-14,85,93,38,104,190,142,180,210,-177
978,979,320,243,239,102,-59,162,47,-13,87,91,38,104,190,142,180,210,-177
979,980,320,243,239,103,-58,163,47,-14,87,91,38,93,177,110,180,210,-177
980,981,320,243,240,104,-58,164,47,-14,89,89,37,93,177,110,180,210,-177
981,982,320,243,240,105,-58,165,47,-15,89,89,35,93,177,110,180,210,-177
982,983,320,243,241,106,-58,166,47,-18,90,88,36,93,177,110,180,210,-178
983,984,320,243,242,107,-58,166,47,-18,168,47,-21,93,177,110,180,210,-178
984,985,320,243,243,109,-58,169,47,-24,90,88,35,93,177,110,180,210,180
985,986,320,243,244,110,-57,171,47,-26,90,88,36,93,177,110,179,210,178
986,987,320,243,245,111,-57,172,48,-28,90,87,34,93,177,110,177,211,176
987,988,320,243,246,112,-57,173,48,-29,90,87,34,93,177,110,177,210,175
988,989,320,243,246,113,-57,175,48,-31,91,87,31,93,177,110,175,210,171
989,990,320,243,247,115,-57,177,49,-33,91,87,25,93,177,110,173,210,170
990,991,320,243,248,116,-57,177,49,-35,91,86,19,93,177,110,172,210,166
991,992,320,243,249,117,-57,179,50,-37,92,85,12,93,177,110,171,210,165
992,993,320,243,250,118,-56,180,51,-37,94,85,9,93,177,110,169,210,162
993,994,320,243,250,119,-55,182,51,-39,96,84,7,93,177,110,168,209,159
994,995,320,243,251,120,-55,183,53,-40,97,83,4,93,177,110,168,209,159
995,996,320,243,252,121,-55,184,53,-41,98,83,4,93,177,110,166,209,157
996,997,320,243,253,123,-55,185,54,-42,101,84,6,93,177,110,166,209,157
997,998,320,243,253,124,-54,187,54,-43,101,83,5,93,177,110,166,209,159
998,999,320,243,254,125,-55,188,55,-44,102,83,6,93,177,110,167,208,161
999,1000,320,243,255,126,-55,189,56,-45,104,82,7,93,177,110,166,208,160
1000,1001,320,243,255,127,-54,190,57,-45,105,82,8,91,155,64,167,208,161
1001,1002,320,243,256,128,-54,191,58,-45,106,82,9,91,154,61,167,208,161
1002,1003,320,243,257,129,-54,192,58,-45,108,82,10,92,153,61,167,209,162
1003,1004,320,243,258,130,-54,193,59,-45,109,81,11,92,153,61,167,209,162
1004,1005,320,243,259,131,-54,194,60,-45,111,81,12,92,153,61,166,208,164
1005,1006,320,243,260,133,-52,196,61,-45,110,81,11,92,153,61,167,208,164
1006,1007,320,243,261,133,-53,196,62,-45,111,81,12,92,153,61,167,208,164
1007,1008,320,243,262,135,-52,198,62,-45,111,81,10,95,146,46,167,208,167
1008,1009,320,243,262,136,-50,199,64,-45,111,81,8,95,146,46,165,208,166
1009,1010,320,243,263,136,-50,199,64,-45,110,80,7,95,146,46,165,208,166
1010,1011,320,243,264,138,-49,201,65,-46,110,81,6,95,146,46,163,207,164
1011,1012,320,243,264,138,-49,202,65,-45,110,81,6,95,146,46,162,207,163
1012,1013,320,243,265,140,-49,203,67,-46,111,80,4,95,146,46,161,207,161
1013,1014,320,243,267,141,-47,204,68,-46,111,81,3,95,146,46,159,207,158
1014,1015,320,243,268,141,-48,205,68,-46,111,81,3,96,145,45,159,207,157
1015,1016,320,243,268,143,-45,206,69,-47,112,80,1,96,145,45,157,205,154
1016,1017,320,243,269,143,-45,207,70,-47,113,80,1,96,145,45,156,205,153
1017,1018,320,243,270,144,-47,208,71,-47,114,80,1,95,145,40,154,204,149
1018,1019,320,243,272,146,-48,210,73,-48,115,80,1,95,145,40,153,204,147
1019,1020,320,243,272,146,-49,212,74,-49,117,80,2,96,144,38,153,204,147
1020,1021,320,243,273,147,-50,212,74,-51,118,80,2,96,144,39,153,204,147
1021,1022,320,243,275,149,-52,213,75,-51,119,80,3,96,144,39,153,204,147
1022,1023,320,243,275,150,-52,214,76,-51,121,80,3,95,145,36,153,204,148
1023,1024,320,243,276,150,-54,215,77,-51,122,79,4,95,144,35,152,203,149
1024,1025,320,243,276,151,-54,216,78,-52,122,79,4,95,144,35,152,203,149
1025,1026,320,243,277,152,-54,217,79,-51,124,79,5,96,145,35,152,203,149
1026,1027,320,243,279,154,-57,218,80,-52,126,78,4,96,145,35,152,203,152
1027,1028,320,243,280,156,-57,220,81,-52,127,78,5,95,144,30,153,203,153
1028,1029,320,243,281,156,-56,221,82,-52,129,78,5,95,144,30,152,203,152
1029,1030,320,243,281,157,-55,221,83,-53,130,78,5,95,144,30,153,203,155
1030,1031,320,243,282,159,-55,223,84,-53,132,78,6,95,144,30,152,203,155
1031,1032,320,243,282,159,-54,223,84,-52,132,77,4,94,144,26,153,203,155
1032,1033,320,243,283,161,-53,224,86,-52,133,77,3,94,144,26,152,204,155
1033,1034,320,243,285,162,-53,226,87,-54,135,77,3,95,144,25,152,203,158
